LapNumber,Driver,Team,LapTime,Stint,Compound,SpeedI1,SpeedI2,SpeedFL,TrackStatus,avg_throttle,avg_rpm,avg_speed,avg_gear,avg_drs,avg_ers_mode,air_temp,track_temp,humidity,pressure,rainfall,wind_speed,wind_direction,year,gp,circuit_type
13.0,ERI,Sauber,0 days 00:01:38.617000,2.0,MEDIUM,,313.0,263.0,1.0,63.81326903330163,10213.723666055355,213.67190351499084,5.548563611491108,0.0,,28.6,37.8,50.2,1008.2,False,1.3,339.0,2018,suzuka,high_fuel
44.0,MAG,Haas F1 Team,0 days 00:01:38.812000,2.0,MEDIUM,317.0,275.0,251.0,1.0,54.03164211026427,10034.707871409615,180.97654454311777,4.40945945945946,0.0,,30.8,35.5,74.0,1008.6,False,1.2,197.0,2024,singapore,high_fuel
60.0,ALO,Aston Martin,0 days 00:01:11.964000,3.0,HARD,295.0,222.0,272.0,1.0,65.69593925489923,10281.108106934313,218.5101430505756,5.699453551912568,0.0,,29.8,45.9,34.0,932.6,False,1.1,128.0,2024,austria,additional
22.0,RIC,Renault,0 days 00:01:25.427000,1.0,SOFT,308.0,313.0,305.0,1.0,74.65023567216241,10570.664161117196,240.6706048732888,6.268217054263566,0.0,,21.1,33.4,51.0,989.2,False,2.1,214.0,2019,monza,additional
23.0,ALO,Alpine,0 days 00:01:39.922000,2.0,MEDIUM,228.0,254.0,273.0,1.0,67.51017300439112,10106.11580750997,196.76756065528085,5.084604715672677,0.0,,22.8,27.5,37.0,1010.4,False,0.4,0.0,2022,bahrain,high_fuel
2.0,MAG,Haas F1 Team,0 days 00:01:25.699000,1.0,MEDIUM,,282.0,244.0,1.0,54.65938299999166,9567.661946901744,178.60684998899262,4.345794392523365,1.0,,24.5,48.1,28.0,779.9,False,1.2,298.0,2023,mexico,additional
54.0,SAI,Ferrari,0 days 00:01:36.565000,4.0,SOFT,236.0,264.0,279.0,1.0,63.95569822863605,10052.909967223037,198.41724966246693,5.198630136986301,0.0,,22.4,26.5,36.0,1010.7,False,0.1,329.0,2022,bahrain,high_fuel
7.0,BOT,Kick Sauber,0 days 00:01:26.359000,1.0,HARD,,318.0,308.0,1.0,73.70827292703648,10547.858528000424,241.89909297908287,6.295665634674923,0.0,,33.5,49.6,32.0,993.1,False,2.1,170.0,2024,monza,additional
41.0,VET,Ferrari,0 days 00:01:31.068000,3.0,MEDIUM,291.0,260.0,250.0,1.0,73.18238469805655,10333.179531013626,231.7022512514121,6.1226551226551225,0.0,,19.1,28.2,60.7,1006.3,False,2.6,48.0,2019,silverstone,additional
22.0,SIR,Williams,0 days 00:01:47.294000,1.0,SUPERSOFT,271.0,282.0,211.0,1.0,63.94945596456415,9829.94585120311,191.20769367412657,5.069053708439898,0.0,,33.2,34.5,37.3,1013.0,False,4.9,281.0,2018,abu-dhabi,additional
51.0,VER,Red Bull Racing,0 days 00:01:43.533000,2.0,SOFT,,268.0,253.0,1.0,52.39353909541745,9599.92390311892,170.67925889376414,4.291878172588833,0.3604060913705584,,29.8,32.7,68.0,1008.2,False,2.0,171.0,2018,singapore,high_fuel
16.0,PER,Racing Point,0 days 00:01:31.702000,1.0,MEDIUM,292.0,256.0,248.0,1.0,72.4203819416678,10841.09781263557,229.09881851509087,5.616929698708752,0.0,,19.3,33.9,59.6,1006.2,False,2.7,24.0,2019,silverstone,additional
42.0,SAI,Ferrari,0 days 00:01:18.352000,2.0,HARD,252.0,276.0,281.0,1.0,67.76280682225351,9990.811749604767,199.14068068412175,5.3524451939291735,0.0,,21.9,42.1,28.0,1012.2,False,3.9,336.0,2022,montreal,high_fuel
48.0,MAG,Haas F1 Team,0 days 00:01:39.025000,3.0,MEDIUM,217.0,185.0,204.0,1.0,62.238987944305016,9974.331770481318,200.88967402054428,5.300405953991881,0.0,,29.1,46.8,32.0,1005.6,False,2.2,175.0,2024,austin,additional
56.0,HAM,Mercedes,0 days 00:01:21.560000,3.0,SOFT,272.0,240.0,247.0,1.0,62.50412524820205,10392.763205133851,187.674915299122,4.448494453248811,0.0,,18.0,25.2,69.0,985.9,True,5.6,294.0,2022,hungary,additional
9.0,STR,Aston Martin,0 days 00:01:38.881000,2.0,SOFT,272.0,293.0,251.0,1.0,64.323806650539,9947.956895151468,210.45481383141885,5.734478203434611,0.0,,22.2,38.9,39.0,1012.2,False,4.1,212.0,2024,suzuka,high_fuel
33.0,PER,Red Bull Racing,0 days 00:01:23.043000,2.0,MEDIUM,272.0,285.0,286.0,1.0,64.02634411464688,10231.085610880002,204.312468776618,5.285917496443812,0.0,,22.9,34.7,54.2,993.5,False,0.6,28.0,2021,barcelona,high_fuel
46.0,SAI,Ferrari,0 days 00:01:33.841000,4.0,HARD,279.0,297.0,257.0,1.0,66.37138284942671,9905.916840887883,212.38385824086535,5.616,0.0,,19.9,32.2,56.0,1012.8,False,1.7,197.0,2024,suzuka,high_fuel
20.0,PER,Red Bull Racing,0 days 00:01:16.885000,1.0,SOFT,,249.0,306.0,1.0,64.81678681430836,9945.389364140014,199.5422341562097,5.343804537521815,0.0,,23.6,46.2,75.0,922.0,False,0.8,142.0,2022,brazil,additional
25.0,NOR,McLaren,0 days 00:01:37.558000,3.0,HARD,280.0,297.0,252.0,1.0,62.29481083521376,10255.696347243012,213.1404335108816,5.403768506056528,0.0,,21.0,35.6,47.0,1012.5,False,2.1,186.0,2024,suzuka,high_fuel
26.0,PIA,McLaren,0 days 00:01:18.235000,2.0,HARD,243.0,272.0,276.0,1.0,64.51003632166157,10054.003857146552,196.74297021507076,4.729200652528548,5.709624796084829,,18.8,30.5,64.0,1011.4,False,1.5,282.0,2023,montreal,high_fuel
48.0,RUS,Mercedes,0 days 00:01:28.836000,3.0,MEDIUM,282.0,282.0,215.0,1.0,61.444012654925835,10119.083794149728,204.46458399328145,5.438571428571429,0.0,,28.0,32.0,66.0,1013.9,False,3.0,317.0,2022,abu-dhabi,additional
37.0,SAI,Ferrari,0 days 00:01:38.307000,2.0,HARD,292.0,263.0,249.0,1.0,59.83920173873479,9620.894681880904,178.35304018981734,4.760104302477184,0.0,,30.7,35.8,74.0,1008.4,False,1.2,210.0,2024,singapore,high_fuel
8.0,VET,Aston Martin,0 days 00:01:32.654000,1.0,MEDIUM,274.0,302.0,207.0,1.0,68.07355923378012,10202.591897388802,207.7471230682654,5.367732558139535,3.130813953488372,,28.5,34.0,62.0,1013.5,False,2.4,300.0,2022,abu-dhabi,additional
61.0,GAS,Toro Rosso,0 days 00:01:10.012000,2.0,SOFT,,234.0,274.0,1.0,72.61273724026292,10744.80825181836,222.1672427202383,5.316287878787879,0.0,,24.1,44.8,35.6,936.0,False,2.9,47.0,2018,austria,additional
42.0,RUS,Williams,0 days 00:01:21.197000,3.0,MEDIUM,,240.0,248.0,1.0,62.21033705534654,10617.92683790929,193.393238813781,4.634042553191489,0.0,,19.9,26.6,79.6,986.2,False,1.9,99.0,2020,montreal,high_fuel
60.0,ALO,Alpine,0 days 00:01:15.677000,4.0,SOFT,312.0,254.0,313.0,1.0,63.84307660486193,9766.434273535271,202.4414656990766,5.574468085106383,1.0,,21.4,38.9,83.0,922.0,False,2.2,177.0,2022,brazil,additional
16.0,GAS,Red Bull Racing,0 days 00:01:37.565000,2.0,SOFT,,247.0,291.0,1.0,63.65825994091796,10204.133677693631,198.16579376461516,5.026990553306343,3.214574898785425,,26.1,28.8,55.3,1003.7,False,2.0,17.0,2019,bahrain,high_fuel
44.0,RUS,Williams,0 days 00:01:23.205000,4.0,HARD,270.0,239.0,249.0,1.0,61.89860657548047,10649.455203163796,193.89880226645505,4.423512747875354,0.0,,25.8,37.6,74.1,976.9,False,0.7,96.0,2021,singapore,high_fuel
34.0,VET,Aston Martin,0 days 00:01:22.996000,3.0,MEDIUM,279.0,241.0,250.0,1.0,56.90779766536921,10497.485152652209,189.66837951084145,4.622406639004149,0.0,,26.1,36.0,73.4,976.7,False,0.6,83.0,2021,montreal,high_fuel
14.0,LEC,Sauber,0 days 00:01:26.776000,1.0,SOFT,,323.0,307.0,1.0,74.99118784100975,10597.92798007391,239.9435901664755,5.983257229832573,0.0,,22.2,30.1,64.6,995.2,False,3.3,192.0,2018,monza,additional
4.0,VER,Red Bull Racing,0 days 00:01:30.368000,1.0,MEDIUM,280.0,289.0,211.0,1.0,63.02313622323993,10043.53594639759,201.01098436815337,5.278097982708934,3.031700288184438,,28.7,34.3,63.0,1013.5,False,2.5,334.0,2022,abu-dhabi,additional
24.0,PER,Red Bull Racing,0 days 00:01:47.822000,3.0,HARD,,205.0,220.0,1.0,70.01939044859121,10500.12981494236,228.4948718927484,5.843937575030012,0.0,,21.8,43.5,48.0,978.0,False,2.1,0.0,2024,spa,additional
20.0,SAI,Ferrari,0 days 00:01:24.787000,1.0,MEDIUM,278.0,236.0,242.0,1.0,53.5900698339733,9733.11649929803,183.673333767622,4.9671875,0.0,,29.3,44.5,47.0,981.4,False,1.4,318.0,2024,hungary,additional
27.0,DEV,AlphaTauri,0 days 00:01:11.421000,3.0,HARD,,225.0,270.0,1.0,74.37266770076573,10353.635139057558,220.67512133362172,5.745664739884393,0.0,,22.7,32.5,50.0,934.0,False,0.5,64.0,2023,austria,additional
40.0,OCO,Racing Point,0 days 00:01:24.438000,2.0,SOFT,308.0,314.0,311.0,1.0,76.77460117137102,10760.799599023969,247.801870783312,6.296875,0.0,,22.6,33.7,64.5,995.0,False,2.6,188.0,2018,monza,additional
63.0,SAI,Renault,0 days 00:01:22.849000,2.0,MEDIUM,272.0,262.0,278.0,1.0,69.68563315272647,10311.215113825148,205.8835416347027,5.425081433224756,0.0,,17.0,30.9,49.5,1001.6,False,2.3,90.0,2018,barcelona,high_fuel
42.0,MAG,Haas F1 Team,0 days 00:01:27.235000,2.0,MEDIUM,313.0,317.0,303.0,1.0,78.7170212423315,10722.455276683908,249.31038507794028,6.424764890282131,0.0,,22.9,34.1,63.4,995.1,False,3.4,178.0,2018,monza,additional
39.0,LEC,Ferrari,0 days 00:01:36.287000,2.0,HARD,295.0,265.0,253.0,1.0,58.54215755181493,9789.980611750254,178.65204306638302,4.725067385444744,0.0,,30.8,35.5,73.0,1008.5,False,1.2,187.0,2024,singapore,high_fuel
34.0,ALB,Williams,0 days 00:01:17.416000,3.0,MEDIUM,,239.0,307.0,1.0,62.47389432939879,9905.17997637646,199.3935317718668,5.345058626465661,0.0,,22.4,43.2,78.0,922.2,False,1.3,183.0,2022,brazil,additional
50.0,GAS,Alpine,0 days 00:01:37.971000,2.0,SOFT,307.0,272.0,251.0,1.0,61.01428534702861,9877.576927659247,181.1091102959859,4.6662234042553195,1.672872340425532,,30.6,35.1,74.0,1008.8,False,1.1,174.0,2024,singapore,high_fuel
67.0,RAI,Alfa Romeo Racing,0 days 00:01:22.146000,5.0,SOFT,282.0,239.0,251.0,1.0,56.91037558421904,9915.174681025364,187.44701594589608,4.837209302325581,0.0,,26.2,36.8,71.9,976.8,False,0.6,106.0,2021,singapore,high_fuel
34.0,HAM,Mercedes,0 days 00:01:34.756000,2.0,MEDIUM,277.0,312.0,264.0,1.0,67.32995657740365,10159.0910801931,219.25764168983693,5.532394366197183,0.3380281690140845,,27.9,35.0,51.8,1008.3,False,2.0,323.0,2018,suzuka,high_fuel
28.0,MAG,Haas F1 Team,0 days 00:01:24.415000,2.0,HARD,316.0,320.0,313.0,1.0,74.50571781375798,10593.66311007124,242.71232682270104,6.16236722306525,0.0,,32.5,45.3,31.0,992.9,False,1.5,180.0,2024,monza,additional
32.0,PER,Red Bull Racing,0 days 00:01:10.728000,2.0,HARD,292.0,223.0,271.0,1.0,68.78786652744363,10474.50274758626,218.0749068389052,5.651205936920222,0.0,,29.7,44.8,34.0,933.0,False,2.4,355.0,2024,austria,additional
27.0,GAS,Alpine,0 days 00:01:38.729000,3.0,HARD,227.0,251.0,286.0,1.0,60.32333702650787,9733.181284550368,195.63803897016015,5.341789052069426,0.0,,26.7,29.9,21.0,1017.0,False,0.6,186.0,2023,bahrain,high_fuel
35.0,RAI,Alfa Romeo Racing,0 days 00:01:19.049000,1.0,SOFT,188.0,190.0,268.0,1.0,42.446438799212146,9119.259317382448,152.3854478473881,3.904040404040404,0.0,,22.8,32.2,52.0,1010.9,True,0.7,121.0,2019,monaco,additional
22.0,GRO,Haas F1 Team,0 days 00:01:24.580000,1.0,ULTRASOFT,280.0,230.0,246.0,1.0,59.18316461216339,9961.879608078389,187.5791337972352,4.856692913385827,0.4724409448818897,,33.0,50.4,36.7,983.6,False,2.0,65.0,2018,hungary,additional
47.0,ALB,Red Bull Racing,0 days 00:01:38.939000,4.0,SOFT,212.0,183.0,212.0,1.0,65.4359331095629,10238.919257924188,198.78720896648815,5.107962213225371,0.0,,21.6,28.7,36.2,1000.7,False,3.8,203.0,2019,austin,additional
47.0,PER,Force India,0 days 00:01:23.680000,2.0,SOFT,286.0,233.0,253.0,1.0,57.298017938004406,9988.468850124798,189.15048176321793,5.0585443037974684,0.0,,34.7,51.8,30.1,983.4,False,0.7,111.0,2018,hungary,additional
54.0,GAS,Alpine,0 days 00:01:16.993000,3.0,HARD,249.0,273.0,280.0,1.0,69.83899740190508,10275.861489289273,202.2484819659545,4.998293515358362,0.0,,19.0,29.1,64.0,1011.7,False,1.6,339.0,2023,montreal,high_fuel
42.0,STR,Aston Martin,0 days 00:01:29.620000,3.0,MEDIUM,276.0,290.0,211.0,1.0,66.15584244962699,10169.746635053913,205.0491276439314,5.339007092198582,3.302127659574468,,28.0,32.4,64.0,1013.7,False,2.5,345.0,2022,abu-dhabi,additional
67.0,VER,Red Bull Racing,0 days 00:01:22.774000,4.0,HARD,298.0,284.0,249.0,12.0,52.67614817321122,9634.505467631305,179.8241328730197,4.472222222222222,3.669753086419753,,26.4,38.8,19.0,778.5,False,2.0,305.0,2023,mexico,additional
36.0,PER,Racing Point,0 days 00:01:30.458000,3.0,SOFT,,261.0,249.0,1.0,75.83381059770021,10673.944944078852,235.35811764708757,6.0193164933135215,0.0,,19.6,29.8,57.9,1006.2,False,0.8,84.0,2019,silverstone,additional
36.0,MAG,Haas F1 Team,0 days 00:01:18.006000,1.0,HARD,254.0,280.0,277.0,1.0,65.30107970753116,10190.464376383445,202.38044427226785,5.222413793103448,0.0,,29.5,51.1,14.8,1022.1,False,1.7,158.0,2019,montreal,high_fuel
35.0,NOR,McLaren,0 days 00:01:41.426000,3.0,HARD,207.0,186.0,206.0,1.0,62.3192634774596,10244.78862322834,191.98769376653203,4.5545556805399325,2.5849268841394824,,28.5,39.1,59.0,991.6,False,1.0,111.0,2021,austin,additional
41.0,GIO,Alfa Romeo Racing,0 days 00:01:42.689000,3.0,HARD,,181.0,203.0,1.0,62.14264951439605,9801.136558106582,194.77253186736337,5.240274599542334,0.0,,28.4,38.1,60.0,991.4,False,0.9,106.0,2021,austin,additional
68.0,GIO,Alfa Romeo Racing,0 days 00:01:23.032000,6.0,HARD,284.0,241.0,256.0,1.0,60.49156261493443,9901.108276986964,191.2419442202176,5.138461538461539,0.0,,26.2,36.8,71.5,976.6,False,0.4,101.0,2021,montreal,high_fuel
30.0,SAI,Renault,0 days 00:01:36.335000,1.0,SOFT,271.0,296.0,259.0,1.0,66.30561157595973,10216.24086614022,215.04318947239355,5.4786795048143055,0.0,,28.0,35.7,51.2,1008.3,False,2.3,298.0,2018,suzuka,high_fuel
49.0,HAR,Toro Rosso,0 days 00:01:09.574000,1.0,SUPERSOFT,298.0,226.0,273.0,1.0,73.15504151256657,10425.409356807411,224.6660222549983,5.936660268714012,0.0,,23.0,45.2,35.7,936.0,False,2.0,63.0,2018,austria,additional
32.0,PER,Red Bull Racing,0 days 00:01:22.822000,2.0,MEDIUM,285.0,240.0,251.0,1.0,55.39591737285224,10200.28312397957,186.76525209958697,4.602564102564102,0.0,,28.6,40.4,47.0,981.5,False,0.6,354.0,2024,hungary,additional
54.0,VER,Red Bull Racing,0 days 00:01:38.661000,2.0,HARD,220.0,181.0,204.0,1.0,64.64298076167798,10123.87621441172,199.540350712662,4.993261455525606,0.0,,29.2,46.4,31.0,1005.6,False,1.1,314.0,2024,austin,additional
51.0,SAI,McLaren,0 days 00:01:13.302000,2.0,MEDIUM,309.0,256.0,308.0,1.0,63.922786608907586,10303.161259888711,206.35785949628584,5.222222222222222,2.5017921146953404,,21.3,46.5,58.5,924.4,False,1.6,174.0,2019,brazil,additional
26.0,HAR,Toro Rosso,0 days 00:01:47.120000,2.0,SUPERSOFT,278.0,288.0,215.0,1.0,59.997927184287704,9863.346404102598,189.83687123246105,4.768447837150127,0.0,,32.4,33.5,42.2,1013.4,False,3.3,277.0,2018,abu-dhabi,additional
18.0,PER,Red Bull Racing,0 days 00:01:17.813000,1.0,HARD,247.0,276.0,280.0,1.0,66.17714317435707,9913.226356983538,196.61858635491896,4.845779220779221,1.0064935064935066,,19.4,33.1,60.0,1011.2,False,1.7,342.0,2023,montreal,high_fuel
10.0,STR,Racing Point,0 days 00:01:36.239000,1.0,SOFT,270.0,305.0,256.0,1.0,68.69727194368619,10423.991011500006,220.68189740429696,5.762039660056657,0.0,,21.5,32.1,57.8,1008.8,False,6.3,287.0,2019,suzuka,high_fuel
61.0,ALO,Aston Martin,0 days 00:01:23.996000,3.0,HARD,280.0,237.0,247.0,1.0,60.82769726813736,10186.97101812826,187.2197152106819,4.5587301587301585,0.0,,29.8,46.9,46.0,981.5,False,1.6,305.0,2024,hungary,additional
11.0,ALO,Aston Martin,0 days 00:01:21.955000,1.0,SOFT,264.0,273.0,277.0,1.0,66.51416116409503,10112.571466273948,205.33380994950937,5.48051948051948,0.0,,24.1,42.4,64.0,1001.3,False,2.3,99.0,2024,barcelona,high_fuel
11.0,VET,Aston Martin,0 days 00:01:38.184000,1.0,MEDIUM,229.0,249.0,277.0,1.0,64.53305925303405,10239.101433629983,198.8060686449283,5.030516431924883,0.0,,20.5,27.6,55.2,1014.8,False,0.9,9.0,2021,bahrain,high_fuel
57.0,DEV,AlphaTauri,0 days 00:01:10.360000,4.0,MEDIUM,314.0,230.0,273.0,1.0,67.61456277666933,10054.607949276138,220.50140014757508,6.1525423728813555,0.0,,22.5,31.1,55.0,934.0,False,1.6,104.0,2023,austria,additional
20.0,VER,Red Bull Racing,0 days 00:01:11.548000,1.0,MEDIUM,293.0,223.0,268.0,1.0,71.37735780079419,10342.954265912223,216.0161973576654,5.555555555555555,0.0,,29.8,47.6,34.0,932.9,False,1.4,194.0,2024,austria,additional
39.0,RUS,Mercedes,0 days 00:01:17.339000,1.0,HARD,197.0,193.0,260.0,1.0,52.70770603793232,9384.93023156969,152.77914255081788,3.7617391304347825,0.0,,25.3,36.8,41.0,1013.4,False,0.6,67.0,2023,monaco,additional
51.0,SAR,Williams,0 days 00:01:19.942000,3.0,HARD,,269.0,280.0,1.0,63.63730329598531,9941.404700266028,204.98847001673064,5.159235668789809,0.0,,22.0,28.7,65.0,1001.5,False,2.2,327.0,2023,barcelona,high_fuel
34.0,ALB,Williams,0 days 00:01:12.038000,2.0,HARD,,224.0,268.0,1.0,68.56272084918601,10328.276578271114,216.97384640179143,5.628975265017668,0.0,,29.6,44.3,36.0,932.9,False,1.0,91.0,2024,austria,additional
45.0,OCO,Alpine,0 days 00:01:38.198000,3.0,HARD,,301.0,256.0,1.0,65.32345445337549,10027.969996866468,210.5066851320696,5.418791946308724,0.0,,27.1,36.9,44.0,1012.7,False,2.4,142.0,2023,suzuka,high_fuel
20.0,SAR,Williams,0 days 00:01:25.893000,1.0,MEDIUM,279.0,283.0,243.0,1.0,49.0957614541799,9525.825148935144,177.51959292033158,4.7,0.0,,25.5,47.2,25.0,779.5,False,2.2,292.0,2023,mexico,additional
25.0,GAS,Toro Rosso,0 days 00:01:48.986000,1.0,HYPERSOFT,280.0,261.0,242.0,1.0,55.32648513013899,9651.968736280984,170.75638098466135,4.5173697270471465,0.0,,29.8,33.1,65.5,1007.9,False,1.8,190.0,2018,singapore,high_fuel
67.0,GIO,Alfa Romeo Racing,0 days 00:01:16.730000,2.0,MEDIUM,253.0,278.0,279.0,1.0,68.90325872644634,10079.9521135212,205.22252377957176,5.09106830122592,0.0,,30.6,50.7,13.8,1021.6,False,1.1,0.0,2019,montreal,high_fuel
65.0,BOT,Mercedes,0 days 00:01:18.493000,4.0,HARD,284.0,251.0,261.0,1.0,64.48116991241595,10304.18253263901,199.0099371580144,4.991304347826087,0.0,,20.7,28.8,78.3,986.4,False,2.3,82.0,2020,singapore,high_fuel
17.0,TSU,RB,0 days 00:01:39.249000,1.0,MEDIUM,,257.0,244.0,1.0,53.841776709958054,9417.341470175665,176.8134354972846,4.89646133682831,0.0,,31.1,35.9,74.0,1008.0,False,1.4,191.0,2024,singapore,high_fuel
58.0,GIO,Alfa Romeo Racing,0 days 00:01:23.229000,3.0,SOFT,275.0,272.0,279.0,1.0,64.8880461838394,10199.880405348082,202.58630002001817,5.288461538461538,0.0,,23.0,36.1,58.1,992.1,False,0.4,71.0,2021,suzuka,high_fuel
15.0,LEC,Ferrari,0 days 00:01:18.312000,1.0,HARD,199.0,187.0,264.0,1.0,40.44235778787786,9041.941945893715,146.4627598111786,3.597444089456869,1.159744408945687,,25.3,39.9,43.0,1013.5,False,0.8,148.0,2023,monaco,additional
55.0,HAM,Mercedes,0 days 00:01:34.706000,3.0,HARD,235.0,258.0,280.0,1.0,67.28425003555327,10106.32774173198,203.20275919776824,5.318996415770609,0.0,,20.5,26.0,54.8,1015.2,False,0.7,350.0,2021,bahrain,high_fuel
16.0,RAI,Alfa Romeo Racing,0 days 00:01:37.173000,2.0,MEDIUM,235.0,250.0,278.0,1.0,67.04404879202833,10154.006688943917,199.47076078212223,4.869565217391305,0.9538043478260868,,26.1,28.8,55.3,1003.7,False,2.0,17.0,2019,bahrain,high_fuel
18.0,PER,Force India,0 days 00:01:25.002000,1.0,ULTRASOFT,281.0,234.0,250.0,1.0,58.54456567620187,10000.88648003732,183.1147222480519,4.557781201848998,0.0,,32.7,48.4,37.1,983.7,False,1.3,147.0,2018,hungary,additional
54.0,GAS,Toro Rosso,0 days 00:01:17.370000,2.0,SUPERSOFT,246.0,283.0,283.0,1.0,68.34644316559682,10274.616205951614,211.40492652458352,5.32078853046595,0.0,,21.1,34.6,27.3,1017.2,False,2.9,21.0,2018,montreal,high_fuel
26.0,PIA,McLaren,0 days 00:01:18.235000,2.0,HARD,243.0,272.0,276.0,1.0,59.89122916591921,9868.130670897994,197.45630343760297,5.312091503267974,5.6568627450980395,,18.8,30.5,64.0,1011.4,False,1.5,282.0,2023,montreal,high_fuel
26.0,HAR,Toro Rosso,0 days 00:01:22.438000,3.0,SUPERSOFT,278.0,280.0,246.0,1.0,53.056491915211126,9663.137125632522,184.9007877522233,4.6912,0.0,,19.5,33.4,52.8,784.6,False,1.9,273.0,2018,mexico,additional
63.0,SAR,Williams,0 days 00:01:11.949000,4.0,MEDIUM,313.0,230.0,273.0,1.0,68.64412287940797,10453.463698343983,218.0283094403515,5.437616387337058,4.633147113594041,,30.0,46.2,33.0,932.9,False,0.9,99.0,2024,austria,additional
60.0,TSU,RB,0 days 00:01:19.796000,4.0,SOFT,269.0,280.0,282.0,1.0,63.99406372326233,10377.817643907994,208.2088868935788,5.192982456140351,0.0,,24.0,39.9,62.0,1001.1,False,1.0,97.0,2024,barcelona,high_fuel
67.0,HAM,Mercedes,0 days 00:01:20.649000,2.0,HARD,293.0,283.0,251.0,1.0,56.11202239570107,9777.774200230502,188.03906199595724,4.825040128410915,0.0,,19.9,30.9,53.0,784.5,False,1.5,317.0,2024,mexico,additional
20.0,GAS,AlphaTauri,0 days 00:01:55.432000,2.0,HARD,341.0,180.0,210.0,1.0,64.00220729504535,10026.445849879185,215.6761454457016,5.663636363636364,1.9386363636363635,,22.4,36.7,37.0,971.0,False,1.2,255.0,2022,spa,additional
19.0,BOT,Mercedes,0 days 00:01:32.137000,2.0,MEDIUM,267.0,302.0,262.0,1.0,68.6368602316044,10474.70497896371,217.19205978602983,5.461752433936022,0.8623087621696801,,21.7,31.0,57.4,1009.1,False,6.1,287.0,2019,suzuka,high_fuel
70.0,PIA,McLaren,0 days 00:01:09.989000,3.0,MEDIUM,299.0,229.0,274.0,1.0,71.58436090625554,10297.937714735925,222.02003172483316,5.833333333333333,0.8389513108614233,,29.8,44.3,35.0,932.7,False,2.1,149.0,2024,austria,additional
43.0,VET,Ferrari,0 days 00:01:44.925000,2.0,ULTRASOFT,300.0,272.0,257.0,1.0,56.74619968450688,9713.957858156433,169.83225506107215,4.212871287128713,0.0,,29.7,32.2,67.6,1007.9,False,2.1,180.0,2018,singapore,high_fuel
25.0,HAM,Mercedes,0 days 00:01:16.936000,1.0,SOFT,299.0,244.0,299.0,1.0,60.98505316309151,9852.077987506162,199.46159932199703,5.158347676419965,0.0,,23.1,45.2,75.0,922.0,False,2.0,211.0,2022,brazil,additional
17.0,RUS,Williams,0 days 00:01:38.820000,2.0,MEDIUM,232.0,247.0,281.0,1.0,69.95937136740108,9962.89711182624,203.68894572991613,5.441988950276243,0.0,,26.1,28.8,55.5,1003.7,False,2.1,47.0,2019,bahrain,high_fuel
8.0,MAG,Haas F1 Team,0 days 00:01:22.259000,1.0,MEDIUM,286.0,288.0,246.0,1.0,55.44457067667498,9764.269273287717,186.35752614687655,4.79595015576324,0.6417445482866043,,20.2,37.2,51.0,785.3,False,1.7,298.0,2024,mexico,additional
56.0,HAM,Mercedes,0 days 00:01:38.111000,3.0,HARD,237.0,261.0,285.0,1.0,64.66060860189197,10010.813007361876,198.74470402835652,5.134666666666667,0.0,,26.2,28.8,21.0,1017.4,False,0.5,95.0,2023,bahrain,high_fuel
51.0,MAG,Haas F1 Team,0 days 00:01:20.557000,2.0,HARD,275.0,242.0,248.0,1.0,66.49716797889286,10423.48383957685,194.3897516996582,4.89586305278174,0.0,,20.5,29.3,77.9,986.3,False,1.4,74.0,2020,montreal,high_fuel
59.0,ALB,Williams,0 days 00:01:40.685000,3.0,MEDIUM,317.0,276.0,246.0,1.0,54.92349818812206,9691.001106254707,172.5114807895717,4.452879581151833,0.0,,29.5,35.2,76.0,1010.0,False,1.5,173.0,2023,singapore,high_fuel
48.0,SAI,Renault,0 days 00:01:23.669000,2.0,MEDIUM,280.0,238.0,249.0,1.0,56.77743883876267,10340.534988813291,188.5484046234065,4.818325434439179,0.0,,34.6,51.5,30.8,983.5,False,0.9,173.0,2018,hungary,additional
53.0,BOT,Alfa Romeo,0 days 00:01:21.381000,3.0,HARD,,224.0,276.0,1.0,69.64773861214417,10440.155113133114,212.46102097633687,5.444073455759599,0.0,,21.9,28.4,67.0,1001.5,False,3.0,44.0,2023,barcelona,high_fuel
13.0,NOR,McLaren,0 days 00:01:40.372000,1.0,MEDIUM,277.0,263.0,245.0,1.0,54.77371627097099,9231.119300174803,176.7434958588899,5.0570291777188325,1.1485411140583557,,30.1,36.6,72.0,1009.0,False,1.5,158.0,2023,singapore,high_fuel
34.0,SAR,Williams,0 days 00:01:48.419000,3.0,HARD,318.0,201.0,220.0,1.0,75.67240857722284,10383.64709263733,233.59126526324192,6.161290322580645,0.0,,21.9,43.5,50.0,978.0,False,2.8,18.0,2024,spa,additional
50.0,HAM,Mercedes,0 days 00:01:35.612000,3.0,HARD,,263.0,282.0,1.0,64.23112242002618,10376.355495942938,202.02767786016472,5.004059539918809,0.0,,17.7,21.9,51.0,1017.4,False,0.5,148.0,2024,bahrain,high_fuel
59.0,VER,Red Bull Racing,0 days 00:01:43.916000,2.0,SOFT,293.0,269.0,253.0,1.0,55.31658257332045,9675.69585389971,168.92047140155503,4.25,0.0,,29.8,32.5,69.5,1008.3,False,1.8,182.0,2018,singapore,high_fuel
